STATION_ZONE,STATION_DIV,STATION_CODE,STATION_NAME,amenities1,amenities2,ALL_AMENITIES,TOTAL_AMENITIES
SC,SC,CLE,CHINTAPALLI,[],[],[],0
ER,MLDT,CLG,KAHALGAON,[],"['AC Lounge', 'Wheelchair Access(10)']","['AC Lounge', 'Wheelchair Access(10)']",2
SW,MYS,CLI,CHALGERI,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NE,LJN,CLJ,COLONELGANJ,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
EO,KUR,CLKA,CHILKA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SW,UBL,CLR,CASTLE ROCK,[],"['AC Lounge', 'Wheelchair Access(1)']","['AC Lounge', 'Wheelchair Access(1)']",2
SR,PGT,CLT,KOZHIKKODE,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",10
SC,BZA,CLX,CHIRALA,"['Waiting Room', 'Drinking Water']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Waiting Room', 'Drinking Water', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",6
NE,LJN,CM,CAMPIERGANJ,[],['Wheelchair Access(5)'],['Wheelchair Access(5)'],1
NF,TSK,CMA,CINNAMARA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SW,MYS,CMJ,CHAMARAJAPURAM,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SW,MYS,CMNR,CHAMARAJANAGAR,[],['Wheelchair Access(6)'],['Wheelchair Access(6)'],1
WC,KOTA,CMU,CHAUMAHLA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
ER,MLDT,CMX,CHAMAGRAM,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
WR,RTM,CNA,CHANDERIYA,[],"['AC Lounge', 'Wheelchair Access(10)']","['AC Lounge', 'Wheelchair Access(10)']",2
NC,PRYJ,CNB,KANPUR CENTRAL JN.,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",12
SW,UBL,CNC,CHINCHLI,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
CR,NGP,CND,CHANDUR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
CR,BSL,CNDB,CHANDUR BAZAR,[],"['AC Lounge', 'Wheelchair Access(4)']","['AC Lounge', 'Wheelchair Access(4)']",2
NR,UMB,CNDM,CHANDI MANDIR,[],['Wheelchair Access(3)'],['Wheelchair Access(3)'],1
NF,LMG,CNE,CHANDRANATHPUR,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SR,TVC,CNGR,CHENGANNUR,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",11
SE,ADRA,CNI,CHANDIL JN.,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NR,MB,CNK,CHANDOK,[],[],[],0
KR,KAWR,CNO,CANCONA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SW,SBC,CNPA,CHANNARAYAPATNA,[],['Wheelchair Access(6)'],['Wheelchair Access(6)'],1
EC,DHN,CNPR,CHAINPUR,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
ER,HWH,CNS,CHUCHURA,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
SR,PGT,CNV,KINATTUKKADAVU,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SC,BZA,COA,KAKINADA PORT,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
WR,ADI,COE,CHITROD,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NW,JP,COM,CHOMUN SAMOD,[],['Wheelchair Access(4)'],['Wheelchair Access(4)'],1
WR,RTM,COR,CHITTAURGARH,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",11
NC,PRYJ,CPA,KANPUR ANWARGANJ,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
WR,BCT,CPD,CHINCHPADA,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
EC,DHN,CPDR,CHHIPADOHAR,[],['AC Lounge'],['AC Lounge'],1
SB,BSP,CPH,CHAMPA JN.,['Drinking Water'],"['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Drinking Water', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",5
NE,BSB,CPJ,KAPTANGANJ JN.,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NF,LMG,CPK,CHAPARMUKH JN.,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
ER,ASN,CPLE,CHINPAI,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
EO,WAT,CPP,CHIPURUPALLI,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NE,BSB,CPR,CHHAPRA JN.,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",12
NR,MB,CPS,CHANDPUR SIAU HALT,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SW,SBC,CPT,CHANNAPATNA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
EC,DHN,CPU,CHOPAN,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SR,PGT,CQA,CHERUKARA,[],['Wheelchair Access(3)'],['Wheelchair Access(3)'],1
NC,JHS,CRC,CHARKHARI ROAD,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
ER,ASN,CRJ,CHITTARANJAN,['Drinking Water'],"['AC Lounge', 'Wheelchair Access(10)', 'Sanitary Product']","['Drinking Water', 'AC Lounge', 'Wheelchair Access(10)', 'Sanitary Product']",4
WC,BPL,CRK,CHARKHERA,[],['AC Lounge'],['AC Lounge'],1
SW,SBC,CRLM,KARMELRAM,"['Waiting Room', 'Drinking Water']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Waiting Room', 'Drinking Water', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",6
EC,DHN,CRP,CHANDRAPURA JN.,['Drinking Water'],"['Wheelchair Access(10)', 'Sanitary Product']","['Drinking Water', 'Wheelchair Access(10)', 'Sanitary Product']",3
EC,SEE,CRR,KARAGOLA ROAD,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NW,JP,CRWA,CHIRAWA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NR,FZR,CRWL,CHAK-RAKHWAL,[],"['AC Lounge', 'Wheelchair Access(1)']","['AC Lounge', 'Wheelchair Access(1)']",2
SR,TVC,CRY,CHIRAYINKEEZH,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
EC,DNR,CSA,CHAUSA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NR,DLI,CSB,SHIVAJI BRIDGE,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
CR,CSTM,CSMT,C SHIVAJI MAH T,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",12
CR,BSL,CSN,CHALISGAON JN,['Drinking Water'],"['Wheelchair Access(10)', 'Sanitary Product']","['Drinking Water', 'Wheelchair Access(10)', 'Sanitary Product']",3
ER,SDAH,CSZ,COSSIMBAZAR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SC,SC,CT,CHITTAPUR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SW,MYS,CTA,CHITRADURG,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
EO,KUR,CTC,CUTTACK,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",11
SC,NED,CTH,CHIKALTHAN,[],[],[],0
NW,JU,CTKT,CHHOTI KHATU,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
WR,BVP,CTL,CHITAL,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SC,GTL,CTO,CHITTOOR,['Drinking Water'],['Wheelchair Access(10)'],"['Drinking Water', 'Wheelchair Access(10)']",2
SR,MDU,CTPE,CHANDANATTOP,[],[],[],0
SC,GNT,CTYL,CHITYALA,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
NC,PRYJ,CUK,CHURK,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SR,TPJ,CUPJ,CUDDALORE PORT JN.,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NW,BKN,CUR,CHURU,['Drinking Water'],"['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Drinking Water', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",6
SR,MDU,CVP,KOVILPATTI,"['Waiting Room', 'Drinking Water']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Waiting Room', 'Drinking Water', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",6
WR,BVP,CVR,CHORWAD ROAD.,[],['Wheelchair Access(6)'],['Wheelchair Access(6)'],1
NE,BSB,CW,CHAINWA,[],['Wheelchair Access(4)'],['Wheelchair Access(4)'],1
SB,NAG,CWA,CHHINDWARA JN.,['Drinking Water'],"['Wheelchair Access(10)', 'Sanitary Product']","['Drinking Water', 'Wheelchair Access(10)', 'Sanitary Product']",3
WR,BRC,CYI,CHHAYAPURI,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",11
SR,TVC,CYN,CHERIYANAD,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NC,JHS,DAA,DATIA,['Drinking Water'],"['Wheelchair Access(10)', 'Sanitary Product']","['Drinking Water', 'Wheelchair Access(10)', 'Sanitary Product']",3
SC,HYB,DAB,DHARMABAD,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NW,BKN,DABN,DHABAN,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
WR,RJT,DAC,DAHINSARA JN.,[],[],[],0
WR,RTM,DADN,DR AMBEDKAR NGR,[],"['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area']",4
SW,UBL,DAJ,DAROJI,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
ER,SDAH,DAKE,DAKHINESWAR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
WC,KOTA,DARA,DARA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
WR,BVP,DAS,DHASA JN.,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SR,TVC,DAVM,DHANUVACHAPURAM,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NC,JHS,DAYG,DARIYAGANJ,[],['Wheelchair Access(5)'],['Wheelchair Access(5)'],1
NC,JHS,DBA,DABRA,[],"['Wheelchair Access(10)', 'Sanitary Product']","['Wheelchair Access(10)', 'Sanitary Product']",2
NF,APDJ,DBB,DHUBRI,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NR,DLI,DBD,DEOBAND,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SB,R,DBEC,DEVBALODA CHARODA P.,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
EC,SPJ,DBG,DARBHANGA JN.,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",12
NW,BKN,DBI,DABLI RATHAN,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SW,SBC,DBL,DODBELE,[],[],[],0
NW,JP,DBLA,DABLA,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
NC,PRYJ,DBR,DABHAURA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NF,TSK,DBRG,DIBRUGARH,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",10
NF,TSK,DBRT,DIBRUGARH TOWN,[],"['AC Lounge', 'Wheelchair Access(10)']","['AC Lounge', 'Wheelchair Access(10)']",2
NR,DLI,DBSI,DAYA BASTI,[],[],[],0
SW,SBC,DBU,DODBALLAPUR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SC,HYB,DBV,DABILPUR HALT,[],[],[],0
NF,RNY,DBW,DUBIA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NF,TSK,DBY,DIGBOI,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NF,LMG,DCA,DAMCHARA,[],[],[],0
WR,BVP,DCK,DHANDHUKA,[],['Wheelchair Access(4)'],['Wheelchair Access(4)'],1
SC,GTL,DCU,DAMALCHERUVU,[],[],[],0
CR,PUNE,DD,DAUND JN.,['Drinking Water'],"['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Drinking Water', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",5
NE,BSB,DDA,DURAUNDHA JN.,[],"['AC Lounge', 'Wheelchair Access(10)']","['AC Lounge', 'Wheelchair Access(10)']",2
CR,PUNE,DDCC,DAUNDCHORD LINE,[],"['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area']",3
WC,JBP,DDCE,DUNDI,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NC,AGRA,DDDM,DEEN DAYAL  DHAM,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
WR,BCT,DDE,DONDAICHA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
ER,SDAH,DDJ,DUMDUM JN.,[],['Wheelchair Access(4)'],['Wheelchair Access(4)'],1
NR,FZR,DDL,DHANDARI KALAN,[],"['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",4
NR,MB,DDN,DEHRA DUN,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",11
NE,BSB,DDP,DAUDPUR,[],['Wheelchair Access(7)'],['Wheelchair Access(7)'],1
WR,BCT,DDR,DADAR,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",12
EC,DDU,DDU,DD UPADHYAYA JN,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",11
ER,SDAH,DEB,DEBAGRAM,[],['Wheelchair Access(9)'],['Wheelchair Access(9)'],1
NR,DLI,DEC,DELHI CANTT.,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",12
NR,DLI,DEE,DELHI-SARAI ROHILLA,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",12
NC,AGRA,DEEG,DEEG,[],['Wheelchair Access(5)'],['Wheelchair Access(5)'],1
EO,KUR,DEG,DELANG,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
WR,ADI,DEOR,DIYODAR,[],['Wheelchair Access(4)'],['Wheelchair Access(4)'],1
NE,BSB,DEOS,DEORIA SADAR,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",11
NC,PRYJ,DER,DADRI,[],['Wheelchair Access(3)'],['Wheelchair Access(3)'],1
EC,SEE,DES,DESARI,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
EO,SBP,DFR,DEOGAN ROAD,[],[],[],0
SR,MDU,DG,DINDIGUL JN.,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",10
EC,SEE,DGA,DIGHWARA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
EC,DNR,DGBH,DIGHA BRIDGE H,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SB,NAG,DGG,DONGRAGARH,['Drinking Water'],"['Wheelchair Access(10)', 'Sanitary Product']","['Drinking Water', 'Wheelchair Access(10)', 'Sanitary Product']",3
SE,KGP,DGHA,DIGHA,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area']",10
ER,ASN,DGHR,DEOGHAR,['Drinking Water'],"['AC Lounge', 'Wheelchair Access(10)']","['Drinking Water', 'AC Lounge', 'Wheelchair Access(10)']",3
WR,BCT,DGI,DUNGRI,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
ER,MLDT,DGLE,DHULIAN GANGA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
CR,BSL,DGN,DONGARGAON,[],"['AC Lounge', 'Wheelchair Access(1)']","['AC Lounge', 'Wheelchair Access(1)']",2
EC,DDU,DGO,DURGAUTI,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
ER,ASN,DGR,DURGAPUR,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",12
NW,JP,DGW,DHIGAWARA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
EC,DNR,DHA,DHEENA,[],['AC Lounge'],['AC Lounge'],1
WR,RTM,DHD,DAHOD,['Drinking Water'],"['AC Lounge', 'Wheelchair Access(10)', 'Sanitary Product']","['Drinking Water', 'AC Lounge', 'Wheelchair Access(10)', 'Sanitary Product']",4
NE,BSB,DHE,DOBHI,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
WR,ADI,DHG,DHRANGANDHRA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NF,APDJ,DHH,DINHATA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
CR,BSL,DHI,DHULE,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
EC,DHN,DHN,DHANBAD JN.,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",12
